ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
8194,Friendly,18/06/1992,Argentina,2,0,Australia,,TRUE
8195,UEFA Euro,18/06/1992,Netherlands,3,1,Germany,,FALSE
8196,AFC Asian Cup qualification,19/06/1992,South Korea,6,0,Bangladesh,,FALSE
8197,UEFA Euro,21/06/1992,Sweden,2,3,Germany,,TRUE
8198,AFC Asian Cup qualification,21/06/1992,Thailand,2,1,South Korea,,TRUE
8199,Friendly,21/06/1992,Uruguay,2,0,Australia,,TRUE
8200,UEFA Euro,22/06/1992,Netherlands,2,2,Denmark,Denmark win on penalties,FALSE
8201,UEFA Euro,26/06/1992,Denmark,2,0,Germany,,FALSE
8202,Friendly,27/06/1992,United States,0,0,Ukraine,,TRUE
8203,Friendly,04/07/1992,Uruguay,3,1,Ecuador,,TRUE
8204,Friendly,05/07/1992,Australia,1,0,Croatia,,TRUE
8205,Friendly,05/07/1992,Guatemala,2,2,Poland,,TRUE
8206,Friendly,07/07/1992,South Africa,1,0,Cameroon,,TRUE
8207,Friendly,08/07/1992,Australia,3,1,Croatia,,TRUE
8208,Friendly,09/07/1992,South Africa,1,2,Cameroon,,TRUE
8209,Friendly,11/07/1992,South Africa,2,2,Cameroon,,TRUE
8210,Friendly,12/07/1992,Australia,0,0,Croatia,,TRUE
8211,Friendly,22/07/1992,Cameroon,0,1,Egypt,,TRUE
8212,Friendly,26/07/1992,El Salvador,1,2,Mexico,,TRUE
8213,Friendly,31/07/1992,Brazil,5,0,Mexico,,FALSE
8214,Friendly,31/07/1992,United States,0,1,Colombia,,TRUE
8215,Friendly,02/08/1992,Mexico,0,0,Colombia,,FALSE
8216,Friendly,02/08/1992,Uruguay,2,1,Costa Rica,,TRUE
8217,Friendly,02/08/1992,United States,0,1,Brazil,,TRUE
8218,Friendly,06/08/1992,Ecuador,1,1,Costa Rica,,TRUE
8219,Friendly,11/08/1992,Australia,0,1,Malaysia,,FALSE
8220,Friendly,14/08/1992,Indonesia,0,3,Australia,,TRUE
8221,FIFA World Cup qualification,16/08/1992,Estonia,0,6,Switzerland,,TRUE
8222,African Cup of Nations qualification,16/08/1992,Gabon,0,0,Cameroon,,TRUE
8223,FIFA World Cup qualification,16/08/1992,Panama,1,0,Costa Rica,,TRUE
8224,Friendly,19/08/1992,Bulgaria,1,1,Mexico,,TRUE
8225,Dynasty Cup,22/08/1992,Japan,0,0,South Korea,,FALSE
8226,FIFA World Cup qualification,23/08/1992,Costa Rica,5,1,Panama,,TRUE
8227,Dynasty Cup,24/08/1992,China PR,0,2,Japan,,TRUE
8228,Dynasty Cup,24/08/1992,South Korea,1,1,North Korea,,FALSE
8229,Dynasty Cup,26/08/1992,China PR,0,2,South Korea,,TRUE
8230,Friendly,26/08/1992,Finland,0,0,Poland,,TRUE
8231,Friendly,26/08/1992,France,0,2,Brazil,,TRUE
8232,Dynasty Cup,26/08/1992,Japan,4,1,North Korea,,FALSE
8233,FIFA World Cup qualification,26/08/1992,Latvia,0,0,Denmark,,TRUE
8234,Friendly,26/08/1992,Romania,2,0,Mexico,,TRUE
8235,Dynasty Cup,29/08/1992,Japan,2,2,South Korea,Japan win on penalties,FALSE
8236,African Cup of Nations qualification,30/08/1992,Cameroon,2,0,Benin,,TRUE
8237,African Cup of Nations qualification,30/08/1992,Senegal,3,0,Guinea-Bissau,,TRUE
8238,Friendly,02/09/1992,Austria,1,1,Portugal,,TRUE
8239,FIFA World Cup qualification,02/09/1992,Czechoslovakia,1,2,Belgium,,TRUE
8240,Friendly,03/09/1992,Canada,0,2,United States,,TRUE
8241,FIFA World Cup qualification,04/09/1992,Solomon Islands,1,2,Australia,,TRUE
8242,Arab Cup,09/09/1992,Syria,1,1,Saudi Arabia,,TRUE
8243,FIFA World Cup qualification,09/09/1992,Bulgaria,2,0,France,,TRUE
8244,Friendly,09/09/1992,Denmark,1,2,Germany,,TRUE
8245,Friendly,09/09/1992,Netherlands,2,3,Italy,,TRUE
8246,Friendly,09/09/1992,Poland,1,1,Israel,,TRUE
8247,Friendly,09/09/1992,Spain,1,0,England,,TRUE
8248,FIFA World Cup qualification,09/09/1992,Switzerland,3,1,Scotland,,TRUE
8249,FIFA World Cup qualification,09/09/1992,Wales,6,0,Faroe Islands,,TRUE
8250,FIFA World Cup qualification,11/09/1992,Tahiti,0,3,Australia,,FALSE
8251,Arab Cup,13/09/1992,Saudi Arabia,2,1,Palestine,,FALSE
8252,Arab Cup,15/09/1992,Saudi Arabia,2,0,Kuwait,,FALSE
8253,Arab Cup,17/09/1992,Egypt,3,2,Saudi Arabia,,FALSE
8254,FIFA World Cup qualification,20/09/1992,Australia,2,0,Tahiti,,TRUE
8255,Friendly,23/09/1992,Brazil,4,2,Costa Rica,,TRUE
8256,FIFA World Cup qualification,23/09/1992,Latvia,0,0,Spain,,TRUE
8257,FIFA World Cup qualification,23/09/1992,Lithuania,0,0,Denmark,,TRUE
8258,FIFA World Cup qualification,23/09/1992,Norway,2,1,Netherlands,,TRUE
8259,FIFA World Cup qualification,23/09/1992,Poland,1,0,Turkey,,TRUE
8260,Copa Lipton,23/09/1992,Uruguay,0,0,Argentina,,TRUE
8261,FIFA World Cup qualification,26/09/1992,Australia,6,1,Solomon Islands,,TRUE
8262,Friendly,02/10/1992,Iran,1,1,Cameroon,,TRUE
8263,Friendly,04/10/1992,Iran,0,0,Cameroon,,TRUE
8264,African Cup of Nations qualification,04/10/1992,Mali,2,1,Morocco,,TRUE
8265,Friendly,06/10/1992,Saudi Arabia,2,1,Cameroon,,TRUE
8266,Friendly,07/10/1992,El Salvador,0,2,Mexico,,FALSE
8267,Friendly,09/10/1992,United States,0,0,Canada,,TRUE
8268,FIFA World Cup qualification,11/10/1992,Morocco,5,0,Ethiopia,,TRUE
8269,Friendly,11/10/1992,Qatar,1,4,Hungary,,TRUE
8270,FIFA World Cup qualification,11/10/1992,Tunisia,5,1,Benin,,TRUE
8271,Friendly,13/10/1992,Qatar,1,1,Hungary,,TRUE
8272,FIFA World Cup qualification,14/10/1992,Belgium,1,0,Romania,,TRUE
8273,FIFA World Cup qualification,14/10/1992,Cyprus,0,1,Wales,,TRUE
8274,FIFA World Cup qualification,14/10/1992,Denmark,0,0,Republic of Ireland,,TRUE
8275,FIFA World Cup qualification,14/10/1992,England,1,1,Norway,,TRUE
8276,FIFA World Cup qualification,14/10/1992,France,2,0,Austria,,TRUE
8277,Friendly,14/10/1992,Germany,1,1,Mexico,,TRUE
8278,FIFA World Cup qualification,14/10/1992,Italy,2,2,Switzerland,,TRUE
8279,FIFA World Cup qualification,14/10/1992,Netherlands,2,2,Poland,,TRUE
8280,FIFA World Cup qualification,14/10/1992,Northern Ireland,0,0,Spain,,TRUE
8281,FIFA World Cup qualification,14/10/1992,Scotland,0,0,Portugal,,TRUE
8282,Confederations Cup,15/10/1992,Saudi Arabia,3,0,United States,,TRUE
8283,Confederations Cup,16/10/1992,Argentina,4,0,Ivory Coast,,FALSE
8284,FIFA World Cup qualification,18/10/1992,Cameroon,5,0,Eswatini,,TRUE
8285,FIFA World Cup qualification,18/10/1992,Jamaica,1,1,Canada,,TRUE
8286,Friendly,18/10/1992,Kuwait,1,1,Iran,,TRUE
8287,Confederations Cup,19/10/1992,United States,5,2,Ivory Coast,,FALSE
8288,Confederations Cup,20/10/1992,Saudi Arabia,1,3,Argentina,,TRUE
8289,Friendly,21/10/1992,South Korea,0,0,United Arab Emirates,,TRUE
8290,Friendly,22/10/1992,Croatia,3,0,Mexico,,TRUE
8291,FIFA World Cup qualification,25/10/1992,Benin,0,1,Morocco,,TRUE
8292,FIFA World Cup qualification,25/10/1992,Burundi,1,0,Ghana,,TRUE
8293,FIFA World Cup qualification,25/10/1992,El Salvador,1,1,Canada,,TRUE
8294,FIFA World Cup qualification,25/10/1992,Ethiopia,0,0,Tunisia,,TRUE
8295,FIFA World Cup qualification,25/10/1992,Mozambique,0,1,Senegal,,TRUE
8296,AFC Asian Cup,29/10/1992,Qatar,1,1,Thailand,,FALSE
8297,AFC Asian Cup,29/10/1992,Saudi Arabia,1,1,China PR,,FALSE
8298,AFC Asian Cup,30/10/1992,Japan,0,0,United Arab Emirates,,TRUE
8299,AFC Asian Cup,30/10/1992,North Korea,0,2,Iran,,FALSE
8300,AFC Asian Cup,31/10/1992,Saudi Arabia,1,1,Qatar,,FALSE
8301,FIFA World Cup qualification,01/11/1992,Canada,1,0,Jamaica,,TRUE
8302,AFC Asian Cup,01/11/1992,Japan,1,1,North Korea,,TRUE
8303,AFC Asian Cup,01/11/1992,United Arab Emirates,0,0,Iran,,FALSE
8304,AFC Asian Cup,02/11/1992,China PR,2,1,Qatar,,FALSE
8305,AFC Asian Cup,02/11/1992,Saudi Arabia,4,0,Thailand,,FALSE
8306,AFC Asian Cup,03/11/1992,Japan,1,0,Iran,,TRUE
8307,AFC Asian Cup,06/11/1992,Japan,3,2,China PR,,TRUE
8308,AFC Asian Cup,06/11/1992,Saudi Arabia,2,0,United Arab Emirates,,FALSE
8309,Friendly,07/11/1992,Tunisia,1,1,Finland,,TRUE
8310,FIFA World Cup qualification,08/11/1992,Canada,2,3,El Salvador,,TRUE
8311,FIFA World Cup qualification,08/11/1992,Costa Rica,2,3,Honduras,,TRUE
8312,AFC Asian Cup,08/11/1992,Japan,1,0,Saudi Arabia,,TRUE
8313,African Cup of Nations qualification,08/11/1992,Morocco,0,0,Egypt,,TRUE
8314,African Cup of Nations qualification,08/11/1992,Sierra Leone,2,0,Senegal,,TRUE
8315,Friendly,11/11/1992,Bulgaria,1,2,Portugal,,FALSE
8316,FIFA World Cup qualification,14/11/1992,France,2,1,Finland,,TRUE
8317,FIFA World Cup qualification,15/11/1992,Canada,4,2,Bermuda,,TRUE
8318,FIFA World Cup qualification,15/11/1992,Mexico,2,0,Honduras,,TRUE
8319,Friendly,17/11/1992,United Arab Emirates,1,1,Senegal,,TRUE
8320,FIFA World Cup qualification,18/11/1992,Belgium,2,0,Wales,,TRUE
8321,FIFA World Cup qualification,18/11/1992,England,4,0,Turkey,,TRUE
8322,Friendly,18/11/1992,Germany,0,0,Austria,,TRUE
8323,FIFA World Cup qualification,18/11/1992,Northern Ireland,0,1,Denmark,,TRUE
8324,Friendly,18/11/1992,Poland,1,0,Latvia,,TRUE
8325,FIFA World Cup qualification,18/11/1992,Spain,0,0,Republic of Ireland,,TRUE
8326,FIFA World Cup qualification,18/11/1992,Switzerland,3,0,Malta,,TRUE
8327,Friendly,19/11/1992,United Arab Emirates,2,2,Senegal,,TRUE
8328,FIFA World Cup qualification,22/11/1992,Mexico,4,0,Costa Rica,,TRUE
8329,Friendly,25/11/1992,Brazil,1,2,Uruguay,,TRUE
8330,Friendly,26/11/1992,Argentina,2,0,Poland,,TRUE
8331,Gulf Cup,27/11/1992,Qatar,2,0,Oman,,TRUE
8332,Gulf Cup,28/11/1992,Saudi Arabia,1,2,Bahrain,,FALSE
8333,FIFA World Cup qualification,29/11/1992,Costa Rica,2,0,Mexico,,TRUE
8334,Friendly,29/11/1992,Uruguay,0,1,Poland,,TRUE
8335,Gulf Cup,01/12/1992,Saudi Arabia,0,1,United Arab Emirates,,FALSE
8336,Gulf Cup,01/12/1992,Qatar,1,0,Bahrain,,TRUE
8337,Gulf Cup,03/12/1992,Qatar,4,0,Kuwait,,TRUE
8338,Gulf Cup,04/12/1992,Oman,0,2,Saudi Arabia,,FALSE
8339,FIFA World Cup qualification,05/12/1992,Honduras,2,1,Costa Rica,,TRUE
8340,FIFA World Cup qualification,06/12/1992,Bermuda,0,0,Canada,,TRUE
8341,Gulf Cup,06/12/1992,Kuwait,1,2,Saudi Arabia,,FALSE
8342,Gulf Cup,06/12/1992,Qatar,1,0,United Arab Emirates,,TRUE
8343,Gulf Cup,10/12/1992,Qatar,0,1,Saudi Arabia,,TRUE
8344,FIFA World Cup qualification,13/12/1992,Honduras,1,1,Mexico,,TRUE
8345,Friendly,13/12/1992,Niger,0,1,Ghana,,TRUE
8346,Friendly,16/12/1992,Brazil,3,1,Germany,,TRUE
8347,FIFA World Cup qualification,16/12/1992,Spain,5,0,Latvia,,TRUE
8348,FIFA World Cup qualification,16/12/1992,Turkey,1,3,Netherlands,,TRUE
8349,FIFA World Cup qualification,20/12/1992,Gabon,3,2,Senegal,,TRUE
8350,FIFA World Cup qualification,20/12/1992,Ghana,2,0,Algeria,,TRUE
8351,FIFA World Cup qualification,20/12/1992,Tunisia,1,1,Morocco,,TRUE
8352,Friendly,20/12/1992,Uruguay,1,4,Germany,,TRUE
8353,Friendly,01/01/1993,Ghana,1,1,Mali,,FALSE
8354,Friendly,03/01/1993,Gabon,2,3,Ghana,,TRUE
8355,FIFA World Cup qualification,10/01/1993,DR Congo,1,2,Cameroon,,TRUE
8356,African Cup of Nations qualification,10/01/1993,Senegal,1,2,Algeria,,TRUE
8357,Friendly,10/01/1993,Tunisia,3,0,Bulgaria,,TRUE
8358,FIFA World Cup qualification,17/01/1993,Benin,0,5,Tunisia,,TRUE
8359,FIFA World Cup qualification,17/01/1993,Ethiopia,0,1,Morocco,,TRUE
8360,FIFA World Cup qualification,17/01/1993,Eswatini,0,0,Cameroon,,TRUE
8361,Friendly,20/01/1993,Italy,2,0,Mexico,,TRUE
8362,Nehru Cup,22/01/1993,Cameroon,0,0,Finland,,FALSE
8363,Friendly,23/01/1993,Japan,1,1,Switzerland,Switzerland win on penalties,FALSE
8364,Friendly,23/01/1993,Ghana,4,0,Niger,,TRUE
8365,Nehru Cup,24/01/1993,India,1,1,Cameroon,,TRUE
8366,FIFA World Cup qualification,24/01/1993,Malta,0,1,Portugal,,TRUE
8367,African Cup of Nations qualification,24/01/1993,Togo,1,1,Senegal,,TRUE
8368,Friendly,27/01/1993,Ecuador,1,1,Belarus,,TRUE
8369,Friendly,27/01/1993,Spain,1,1,Mexico,,TRUE
8370,Nehru Cup,28/01/1993,Cameroon,2,0,Finland,,FALSE
8371,Nehru Cup,30/01/1993,India,2,2,Cameroon,,TRUE
8372,FIFA World Cup qualification,30/01/1993,Senegal,6,1,Mozambique,,TRUE
8373,Friendly,30/01/1993,United States,2,2,Denmark,,TRUE
8374,Friendly,31/01/1993,Ecuador,3,0,Romania,,TRUE
8375,FIFA World Cup qualification,31/01/1993,Ghana,1,0,Burundi,,TRUE
8376,FIFA World Cup qualification,31/01/1993,Morocco,5,0,Benin,,TRUE
8377,FIFA World Cup qualification,31/01/1993,Tunisia,3,0,Ethiopia,,TRUE
8378,Friendly,01/02/1993,Cyprus,0,0,Poland,,TRUE
8379,Friendly,03/02/1993,Israel,0,0,Poland,,TRUE
8380,Merdeka Tournament,06/02/1993,Ghana,2,0,Indonesia,,FALSE
8381,Friendly,06/02/1993,United States,1,1,Romania,,TRUE
8382,Friendly,10/02/1993,Mexico,0,2,Romania,,TRUE
8383,Friendly,10/02/1993,Portugal,1,1,Norway,,TRUE
8384,FIFA World Cup qualification,13/02/1993,Cyprus,0,3,Belgium,,TRUE
8385,Friendly,13/02/1993,United States,0,1,Russia,,TRUE
8386,UNCAF Cup,16/02/1993,Costa Rica,6,0,Nicaragua,,TRUE
8387,FIFA World Cup qualification,17/02/1993,England,6,0,San Marino,,TRUE
8388,Friendly,17/02/1993,Republic of Ireland,2,1,Wales,,TRUE
8389,FIFA World Cup qualification,17/02/1993,Israel,0,4,France,,TRUE
8390,Friendly,18/02/1993,Argentina,1,1,Brazil,,TRUE
8391,UNCAF Cup,19/02/1993,Costa Rica,2,0,Nicaragua,,TRUE
8392,Friendly,21/02/1993,United States,0,0,Russia,,TRUE
8393,CONMEBOL-UEFA Cup of Champions,24/02/1993,Argentina,1,1,Denmark,Argentina win on penalties,TRUE
8394,FIFA World Cup qualification,24/02/1993,Netherlands,3,1,Turkey,,TRUE
8395,FIFA World Cup qualification,24/02/1993,Portugal,1,3,Italy,,TRUE
8396,FIFA World Cup qualification,24/02/1993,Spain,5,0,Lithuania,,TRUE
8397,FIFA World Cup qualification,26/02/1993,Algeria,2,1,Ghana,,TRUE
8398,FIFA World Cup qualification,27/02/1993,Senegal,1,0,Gabon,,TRUE
8399,FIFA World Cup qualification,28/02/1993,Morocco,0,0,Tunisia,,TRUE
8400,FIFA World Cup qualification,01/03/1993,Cameroon,0,0,DR Congo,,TRUE
8401,UNCAF Cup,05/03/1993,El Salvador,0,1,Costa Rica,,FALSE
8402,UNCAF Cup,07/03/1993,Honduras,2,0,Costa Rica,,TRUE
8403,Kirin Cup,07/03/1993,Japan,0,1,Hungary,,TRUE
8404,Friendly,09/03/1993,Canada,0,2,South Korea,,TRUE
8405,UNCAF Cup,09/03/1993,Costa Rica,2,0,Panama,,FALSE
8406,Kirin Cup,10/03/1993,Hungary,0,0,United States,,FALSE
8407,Friendly,11/03/1993,Canada,2,0,South Korea,,TRUE
8408,Friendly,12/03/1993,Qatar,1,2,Jordan,,TRUE
8409,Kirin Cup,14/03/1993,Japan,3,1,United States,,TRUE
8410,Friendly,17/03/1993,Brazil,2,2,Poland,,TRUE
8411,Friendly,17/03/1993,Tunisia,0,1,Switzerland,,TRUE
8412,Friendly,23/03/1993,El Salvador,2,2,United States,,TRUE
8413,Friendly,24/03/1993,Costa Rica,0,1,Canada,,TRUE
8414,FIFA World Cup qualification,24/03/1993,Netherlands,6,0,San Marino,,TRUE
8415,Friendly,24/03/1993,Scotland,0,1,Germany,,TRUE
8416,Friendly,25/03/1993,Honduras,4,1,United States,,TRUE
8417,FIFA World Cup qualification,27/03/1993,Austria,0,1,France,,TRUE
8418,Friendly,30/03/1993,Qatar,1,6,Norway,,TRUE
8419,Friendly,31/03/1993,Colombia,4,1,Costa Rica,,TRUE
8420,FIFA World Cup qualification,31/03/1993,Denmark,1,0,Spain,,TRUE
8421,Friendly,31/03/1993,Poland,1,1,Lithuania,,TRUE
8422,FIFA World Cup qualification,31/03/1993,Switzerland,1,1,Portugal,,TRUE
8423,FIFA World Cup qualification,31/03/1993,Turkey,0,2,England,,TRUE
8424,FIFA World Cup qualification,31/03/1993,Wales,2,0,Belgium,,TRUE
8425,FIFA World Cup qualification,04/04/1993,El Salvador,2,1,Mexico,,TRUE
8426,FIFA World Cup qualification,04/04/1993,Honduras,2,2,Canada,,TRUE
8427,FIFA World Cup qualification,08/04/1993,Japan,1,0,Thailand,,TRUE
8428,FIFA World Cup qualification,09/04/1993,Qatar,3,1,Indonesia,,TRUE
8429,African Cup of Nations qualification,10/04/1993,Ghana,0,0,Liberia,,TRUE
8430,FIFA World Cup qualification,11/04/1993,Canada,2,0,El Salvador,,TRUE
8431,African Cup of Nations qualification,11/04/1993,Guinea-Bissau,0,3,Senegal,,TRUE
8432,FIFA World Cup qualification,11/04/1993,Japan,8,0,Bangladesh,,TRUE
8433,FIFA World Cup qualification,11/04/1993,Mexico,3,0,Honduras,,TRUE
8434,African Cup of Nations qualification,11/04/1993,Morocco,0,1,Malawi,,TRUE
8435,African Cup of Nations qualification,11/04/1993,Niger,0,0,Cameroon,,TRUE
8436,FIFA World Cup qualification,11/04/1993,Qatar,4,0,Vietnam,,TRUE
8437,Friendly,13/04/1993,Poland,2,1,Finland,,TRUE
8438,FIFA World Cup qualification,14/04/1993,Denmark,2,0,Latvia,,TRUE
8439,Friendly,14/04/1993,Germany,6,1,Ghana,,TRUE
8440,FIFA World Cup qualification,15/04/1993,Japan,5,0,Sri Lanka,,TRUE
8441,Friendly,16/04/1993,Australia,1,0,Kuwait,,FALSE
8442,FIFA World Cup qualification,16/04/1993,Qatar,4,1,Singapore,,TRUE
8443,FIFA World Cup qualification,17/04/1993,Malta,0,2,Switzerland,,TRUE
8444,Friendly,17/04/1993,United States,1,1,Iceland,,TRUE
8445,FIFA World Cup qualification,18/04/1993,Cameroon,3,1,Guinea,,TRUE
8446,FIFA World Cup qualification,18/04/1993,Canada,3,1,Honduras,,TRUE
8447,FIFA World Cup qualification,18/04/1993,Japan,2,0,United Arab Emirates,,TRUE
8448,FIFA World Cup qualification,18/04/1993,Mexico,3,1,El Salvador,,TRUE
8449,FIFA World Cup qualification,18/04/1993,Morocco,1,0,Senegal,,TRUE
8450,FIFA World Cup qualification,18/04/1993,Qatar,1,2,North Korea,,TRUE
8451,Friendly,18/04/1993,Saudi Arabia,3,1,New Zealand,,FALSE
8452,Friendly,19/04/1993,Australia,1,3,Kuwait,,FALSE
8453,Friendly,22/04/1993,Singapore,0,3,Saudi Arabia,,TRUE
8454,FIFA World Cup qualification,24/04/1993,Indonesia,1,4,Qatar,,FALSE
8455,Friendly,24/04/1993,Saudi Arabia,1,0,New Zealand,,FALSE
8456,African Cup of Nations qualification,25/04/1993,Cameroon,0,0,Gabon,,TRUE
8457,Friendly,25/04/1993,South Korea,1,1,Iraq,,TRUE
8458,FIFA World Cup qualification,25/04/1993,Mexico,4,0,Canada,,TRUE
8459,African Cup of Nations qualification,25/04/1993,Morocco,1,0,Mali,,TRUE
8460,FIFA World Cup qualification,26/04/1993,Vietnam,0,4,Qatar,,FALSE
8461,FIFA World Cup qualification,28/04/1993,Czech Republic,1,1,Wales,,TRUE
8462,FIFA World Cup qualification,28/04/1993,England,2,2,Netherlands,,TRUE
8463,FIFA World Cup qualification,28/04/1993,France,2,1,Sweden,,TRUE
8464,FIFA World Cup qualification,28/04/1993,Republic of Ireland,1,1,Denmark,,TRUE
8465,Friendly,28/04/1993,South Korea,2,2,Iraq,,TRUE
8466,FIFA World Cup qualification,28/04/1993,Poland,1,0,San Marino,,TRUE
8467,FIFA World Cup qualification,28/04/1993,Portugal,5,0,Scotland,,TRUE
8468,FIFA World Cup qualification,28/04/1993,Spain,3,1,Northern Ireland,,TRUE
8469,FIFA World Cup qualification,28/04/1993,Thailand,0,1,Japan,,FALSE
8470,FIFA World Cup qualification,30/04/1993,Bangladesh,1,4,Japan,,FALSE
8471,FIFA World Cup qualification,30/04/1993,Singapore,1,0,Qatar,,TRUE
8472,FIFA World Cup qualification,01/05/1993,Macau,0,6,Saudi Arabia,,FALSE
8473,FIFA World Cup qualification,01/05/1993,Switzerland,1,0,Italy,,TRUE
8474,FIFA World Cup qualification,02/05/1993,El Salvador,1,2,Canada,,TRUE
8475,FIFA World Cup qualification,02/05/1993,Honduras,1,4,Mexico,,TRUE
8476,FIFA World Cup qualification,02/05/1993,North Korea,2,2,Qatar,,FALSE
8477,FIFA World Cup qualification,03/05/1993,Malaysia,1,1,Saudi Arabia,,TRUE
8478,FIFA World Cup qualification,05/05/1993,Kuwait,0,0,Saudi Arabia,,FALSE
8479,FIFA World Cup qualification,05/05/1993,Sri Lanka,0,6,Japan,,FALSE
8480,FIFA World Cup qualification,07/05/1993,United Arab Emirates,1,1,Japan,,TRUE
8481,Friendly,08/05/1993,United States,1,2,Colombia,,TRUE
8482,FIFA World Cup qualification,09/05/1993,Bahrain,0,0,South Korea,,FALSE
8483,FIFA World Cup qualification,09/05/1993,Canada,1,2,Mexico,,TRUE
8484,FIFA World Cup qualification,11/05/1993,Lebanon,0,1,South Korea,,TRUE
8485,FIFA World Cup qualification,13/05/1993,India,0,3,South Korea,,FALSE
8486,FIFA World Cup qualification,14/05/1993,Saudi Arabia,8,0,Macau,,TRUE
8487,FIFA World Cup qualification,15/05/1993,Hong Kong,0,3,South Korea,,FALSE
8488,FIFA World Cup qualification,16/05/1993,Saudi Arabia,3,0,Malaysia,,TRUE
8489,FIFA World Cup qualification,18/05/1993,Saudi Arabia,2,0,Kuwait,,TRUE
8490,FIFA World Cup qualification,19/05/1993,San Marino,0,3,Poland,,TRUE
8491,FIFA World Cup qualification,22/05/1993,Belgium,3,0,Faroe Islands,,TRUE
8492,Friendly,23/05/1993,United States,0,0,Bolivia,,TRUE
8493,Friendly,26/05/1993,United States,0,0,Peru,,TRUE
8494,FIFA World Cup qualification,29/05/1993,Poland,1,1,England,,TRUE
8495,Friendly,30/05/1993,Ecuador,1,0,Peru,,TRUE
8496,FIFA World Cup qualification,30/05/1993,New Zealand,0,1,Australia,,TRUE
8497,FIFA World Cup qualification,02/06/1993,Denmark,4,0,Albania,,TRUE
8498,FIFA World Cup qualification,02/06/1993,Lithuania,0,2,Spain,,TRUE
8499,FIFA World Cup qualification,02/06/1993,Norway,2,0,England,,TRUE
8500,FIFA World Cup qualification,05/06/1993,South Korea,4,1,Hong Kong,,TRUE
8501,FIFA World Cup qualification,06/06/1993,Australia,3,0,New Zealand,,TRUE
8502,FIFA World Cup qualification,06/06/1993,Faroe Islands,0,3,Wales,,TRUE
8503,Friendly,06/06/1993,Iran,5,0,Pakistan,,TRUE
8504,USA Cup,06/06/1993,United States,0,2,Brazil,,TRUE
8505,FIFA World Cup qualification,07/06/1993,South Korea,2,0,Lebanon,,TRUE
8506,Friendly,08/06/1993,Iran,2,1,Turkmenistan,,TRUE
8507,Friendly,09/06/1993,Ecuador,1,2,Chile,,TRUE
8508,FIFA World Cup qualification,09/06/1993,South Korea,7,0,India,,TRUE
8509,FIFA World Cup qualification,09/06/1993,Netherlands,0,0,Norway,,TRUE
8510,USA Cup,09/06/1993,United States,2,0,England,,TRUE
8511,USA Cup,10/06/1993,Brazil,3,3,Germany,,FALSE
8512,Friendly,10/06/1993,Mexico,3,1,Paraguay,,TRUE
8513,Korea Cup,11/06/1993,South Korea,2,2,Romania,,TRUE
8514,USA Cup,13/06/1993,Brazil,1,1,England,,FALSE
8515,Friendly,13/06/1993,Iran,1,0,Tajikistan,,TRUE
8516,FIFA World Cup qualification,13/06/1993,South Korea,3,0,Bahrain,,TRUE
8517,USA Cup,13/06/1993,United States,3,4,Germany,,TRUE
8518,Friendly,14/06/1993,Iran,2,1,Turkmenistan,,TRUE
8519,Korea Cup,14/06/1993,South Korea,1,2,Czech Republic,,TRUE
8520,Copa America,15/06/1993,Ecuador,6,1,Venezuela,,TRUE
8521,Copa America,16/06/1993,Colombia,2,1,Mexico,,FALSE
8522,Copa America,16/06/1993,Uruguay,1,0,United States,,FALSE
8523,Copa America,17/06/1993,Argentina,1,0,Bolivia,,FALSE
8524,Copa America,18/06/1993,Brazil,0,0,Peru,,FALSE
8525,Copa America,19/06/1993,Ecuador,2,0,United States,,TRUE
8526,USA Cup,19/06/1993,England,1,2,Germany,,FALSE
8527,Korea Cup,19/06/1993,South Korea,1,2,Egypt,,TRUE
8528,FIFA World Cup qualification,19/06/1993,Portugal,4,0,Malta,,TRUE
8529,Copa America,19/06/1993,Uruguay,2,2,Venezuela,,FALSE
8530,Copa America,20/06/1993,Argentina,1,1,Mexico,,FALSE
8531,Friendly,20/06/1993,Mali,0,2,Senegal,,TRUE
8532,Copa America,21/06/1993,Brazil,2,3,Chile,,FALSE
8533,Copa America,22/06/1993,Ecuador,2,1,Uruguay,,TRUE
8534,Copa America,22/06/1993,United States,3,3,Venezuela,,FALSE
8535,Copa America,23/06/1993,Argentina,1,1,Colombia,,FALSE
8536,Friendly,23/06/1993,Costa Rica,3,1,Panama,,TRUE
8537,FIFA World Cup qualification,23/06/1993,Iran,0,0,Oman,,TRUE
8538,Copa America,23/06/1993,Mexico,0,0,Bolivia,,FALSE
8539,Copa America,24/06/1993,Brazil,3,0,Paraguay,,FALSE
8540,Friendly,25/06/1993,Croatia,3,1,Ukraine,,TRUE
8541,FIFA World Cup qualification,25/06/1993,Iran,6,0,Taiwan,,TRUE
8542,Copa America,26/06/1993,Colombia,1,1,Uruguay,Colombia win on penalties,FALSE
8543,Copa America,26/06/1993,Ecuador,3,0,Paraguay,,TRUE
8544,Korea Cup,26/06/1993,South Korea,1,0,Czech Republic,,TRUE
8545,Copa America,27/06/1993,Brazil,1,1,Argentina,Argentina win on penalties,FALSE
8546,FIFA World Cup qualification,27/06/1993,Iran,1,1,Syria,,TRUE
8547,Copa America,27/06/1993,Peru,2,4,Mexico,,FALSE
